config,qp,n,ratio_mean,ratio_std,ratio_ci95,ratio_q05,ratio_q50,ratio_q95,p_smaller,kbps_mean,kbps_std,avg_qp_mean,psnr_all_mean,psnr_Y_mean,psnr_U_mean,psnr_V_mean,encode_wall_mean,shapiro_p
128x128 f10 IPB,51,20,0.028086954752604136,0.0008877741476959214,0.0004154910907688567,0.02695271809895827,0.028245035807291652,0.029427693684895798,1.0,91.813,4.363587490755018,51.9,10.43489,10.444005,10.417310000000002,10.417349999999999,0.087325,0.8244657086042173
256x256 f1 all-I,0,20,1.5057200113932292,0.001135603011432159,0.0005314785693240952,1.5044031778971354,1.5057169596354165,1.5078664143880207,0.0,29153.460000000003,22.326863687165023,0.0,66.714655,66.468765,67.29713999999998,67.22704,0.09881999999999999,0.11317196009808322
256x256 f1 all-I,4,20,1.4555801391601562,0.0010238927323259516,0.00047919654935719996,1.4540064493815104,1.455841064453125,1.4567006429036458,0.0,28165.069999999996,20.130550231714416,1.0,64.47709499999999,64.34747999999999,64.760945,64.74607499999999,0.09981,0.04814749811044109
256x256 f1 all-I,8,20,1.2694376627604167,0.000984901384506131,0.00046094803685179395,1.2676045735677084,1.269556681315104,1.2707438151041668,0.0,24505.36,19.363949140497752,5.0,57.508615,57.98062,56.688005,56.703445,0.09878,0.3072289166280293
256x256 f1 all-I,10,20,1.187230936686198,0.000776040368543397,0.0003631980724417336,1.1861974080403646,1.1872609456380208,1.1884145100911458,0.0,22888.91,15.25757447785787,7.0,55.154740000000004,55.61075000000001,54.36536500000001,54.36562500000001,0.096845,0.9653700511319143
256x256 f1 all-I,12,20,1.1093434651692706,0.0006835174199243639,0.0003198959995635761,1.1081690470377603,1.109502156575521,1.1103129069010416,0.0,21357.579999999994,13.43849928964937,9.0,53.22989,53.62456000000001,52.531520000000015,52.53733000000001,0.09915500000000001,0.5557075276995889
256x256 f1 all-I,14,20,1.042304484049479,0.000588778436761451,0.0002755567905937587,1.0414352416992185,1.0422922770182292,1.0431915283203126,0.0,20039.54,11.575855089479955,11.0,51.549144999999996,51.899164999999996,50.924324999999996,50.92356,0.096865,0.9993667681125701
256x256 f1 all-I,16,20,0.9863637288411459,0.000593655306297091,0.00027783923579466867,0.9856714884440104,0.9865061442057292,0.9871063232421875,1.0,18939.7,11.671738246046155,13.0,49.797025,50.15220000000001,49.17538,49.151959999999995,0.096,0.6637069572015082
256x256 f1 all-I,18,20,0.9270645141601564,0.008488914533893907,0.003972934296729786,0.9133163452148438,0.9327545166015625,0.934026590983073,1.0,17773.829999999998,166.89885086798128,15.0,47.43729999999999,47.626225,47.098965,47.101935000000005,0.09918,0.00015133993828084233
256x256 f1 all-I,20,20,0.8662826538085936,0.010308845104786524,0.004824688022591559,0.8589330037434896,0.8600006103515625,0.8822845458984375,1.0,16578.809999999998,202.68014183618678,17.0,44.7792,45.1829,44.09234500000001,44.09984,0.096245,7.778393656620282e-06
256x256 f1 all-I,24,20,0.7539886474609376,0.0005505533649163044,0.0002576669062837936,0.7530517578125,0.7539723714192709,0.7547205607096353,1.0,14371.02,10.824319596946808,21.0,40.88848500000001,41.02675,40.624275000000004,40.62531,0.095965,0.8957885365675962
256x256 f1 all-I,28,20,0.6533472696940105,0.0006466203016505902,0.00030262761665607037,0.6524129231770833,0.6532694498697916,0.6544097900390625,1.0,12392.33,12.713072426692072,25.0,36.996314999999996,37.195229999999995,36.628415000000004,36.61971,0.09856000000000001,0.3901243355914553
256x256 f1 all-I,32,20,0.5556737263997397,0.0008718780622728673,0.00040805149378518574,0.5543543497721354,0.5555877685546875,0.5571029663085938,1.0,10471.99,17.141820206733925,29.0,32.9677,33.149334999999994,32.626805,32.625385,0.09694499999999999,0.86053156783923
256x256 f1 all-I,36,20,0.46995086669921865,0.0007224301167827875,0.00033810770228596954,0.46871744791666664,0.4699808756510417,0.470855712890625,1.0,8786.610000000002,14.203554040042992,33.0,29.352095,29.152020000000004,29.771859999999997,29.793285000000004,0.09697,0.7681007882391615
256x256 f1 all-I,40,20,0.3954081217447917,0.0009047295719705102,0.0004234264735963263,0.39451853434244794,0.39523824055989587,0.39681447347005205,1.0,7321.040000000001,17.78770716859792,37.0,25.879430000000003,25.172240000000002,27.776615000000003,27.77444,0.098295,0.128466968807823
256x256 f1 all-I,44,20,0.3179860432942708,0.0005438870313031573,0.0002545469661148394,0.31723785400390625,0.3180185953776042,0.31905568440755205,1.0,5798.860000000001,10.693254145045225,41.0,22.16988,21.080724999999997,25.83186,25.840805,0.09435000000000002,0.6226345759153765
256x256 f1 all-I,48,20,0.23442789713541662,0.000396496442767696,0.0001855660473095329,0.23392028808593746,0.23440043131510413,0.2349395751953125,1.0,4156.040000000001,7.795437261966995,45.0,18.375275,17.165685000000003,22.8415,22.840249999999997,0.091555,0.9916114538836418
256x256 f1 all-I,51,20,0.17097320556640622,0.00045542306347843577,0.00021314455472380153,0.17020467122395833,0.17101033528645831,0.1715281168619791,1.0,2908.4700000000003,8.953981766436884,48.0,15.501349999999999,14.291955000000002,19.967824999999998,19.96281,0.089385,0.4260742824737136
256x256 f10 IP,0,30,1.4919060262044275,0.00034745066979472653,0.00012974021232206308,1.4914137268066405,1.491888427734375,1.4925103251139322,0.0,29286.365999999998,6.83115812870041,0.0,57.12317666666666,56.27425333333334,59.578559999999996,59.57753,0.33918333333333334,0.5316407402211722
256x256 f10 IP,4,30,1.3168071831597223,0.00043585893962126953,0.00016275240281546016,1.316078338623047,1.3168624877929687,1.3175057983398437,0.0,25843.522666666664,8.569335440106137,3.700000000000001,53.85398000000001,53.47686,54.72604333333332,54.72102333333335,0.34076000000000006,0.784855572294599
256x256 f10 IP,8,30,1.1420634290907117,0.0008965862303832301,0.0003347908005579097,1.140829569498698,1.1419886271158854,1.1435438537597655,0.0,22407.920666666665,17.627602558318053,7.699999999999998,51.02474,50.81931333333334,51.47190333333332,51.46267333333333,0.3584733333333333,0.6299995883954698
256x256 f10 IP,10,30,1.0645923190646702,0.0018548008670658295,0.0006925940262266254,1.0619109090169272,1.06435546875,1.0676570129394531,0.0,20884.756666666668,36.46686888720755,9.699999999999998,49.41721333333333,49.30879666666666,49.64275000000001,49.64255666666666,0.3682733333333334,0.7670228852360885
256x256 f10 IP,12,30,0.9950772433810762,0.0018147970680738748,0.000677656362189392,0.9925875854492187,0.9949437459309896,0.9978528340657551,1.0,19518.03466666667,35.68036219598659,11.699999999999996,47.69695,47.59407999999999,47.91188999999999,47.908739999999995,0.3859866666666667,0.9877905445495386
256x256 f10 IP,14,30,0.931304694281684,0.0013287806360473139,0.0004961748439053983,0.9295423380533854,0.9312713623046875,0.9337240600585938,1.0,18264.215333333334,26.12489032919817,13.699999999999996,45.82685,45.81133333333333,45.85623333333333,45.85996333333333,0.3937000000000001,0.5888884587949694
256x256 f10 IP,16,30,0.8812766859266493,0.0014166214845003796,0.0005289751557758112,0.8788222249348958,0.881097920735677,0.8832870483398437,1.0,17280.624666666667,27.851911682464348,15.699999999999996,43.78520666666667,44.00992,43.37168,43.364223333333335,0.39774,0.8765523409007563
256x256 f10 IP,18,30,0.8259387885199652,0.0021657075172216472,0.0008086884773537114,0.821807607014974,0.8261952718098958,0.8284549967447917,1.0,16192.63733333333,42.57954235459136,17.7,42.11926666666667,42.321356666666674,41.73833333333334,41.74427666666667,0.40047333333333324,0.06319943197154014
